,Region,Year,Technology,Amount (2020 USD million)
12572,Africa,2012,Multiple renewables,0.951570806
12573,Africa,2013,Multiple renewables,3.102318788
12574,Africa,2013,Multiple renewables,0.686782623
12575,Africa,2014,Solar energy,0.046844298
12576,Africa,2018,Solar energy,1.143989531
12577,Africa,2016,Multiple renewables,16.22109111
12578,Africa,2015,Solar energy,32.25239993
12579,Africa,2018,Solar energy,8.007923811
12580,Africa,2018,Solar energy,0.01340392
12581,Africa,2019,Solar energy,0.976424714
12582,Africa,2019,Multiple renewables,0.021459
12583,Africa,2005,Oil,22.22973317
12584,Africa,2015,Nuclear,0.036820941
12585,Africa,2019,Solar energy,3.29698
12586,Africa,2019,Solar energy,3.989565
12587,Africa,2002,Solar energy,0.232277522
12588,Africa,2015,Fossil fuels n.e.s.,55.52505937
12589,Africa,2015,Fossil fuels n.e.s.,50.03248437
12590,Africa,2009,Solar energy,0.013155413
12591,Africa,2013,Solar energy,0.012281856
12592,Africa,2012,Solar energy,0.015547297
12593,Africa,2010,Solar energy,0.006455869
12594,Africa,2011,Solar energy,0.015851636
12595,Africa,2014,Oil,2.199565279
12596,Africa,2013,Oil,0.937217707
12597,Africa,2014,Oil,35.61125821
12598,Africa,2016,Solar energy,3.657294998
12599,Africa,2015,Oil,9.315850945
12600,Africa,2017,Oil,10.0888656
12601,Africa,2016,Oil,4.169046497
12602,Africa,2017,Renewable hydropower,1.408008729
12603,Africa,2018,Renewable hydropower,1.060122956
12604,Africa,2017,Fossil fuels n.e.s.,0.006454873
12605,Africa,2005,Bioenergy,0.006590287
12606,Africa,2004,Solar energy,0.0428667
12607,Africa,2017,Solar energy,1.299146165
12608,Africa,2017,Solar energy,0.14244271
12609,Africa,2017,Solar energy,1.293139544
12610,Africa,2011,Solar energy,0.07738328
12611,Africa,2014,Multiple renewables,0.030113561
12612,Africa,2017,Solar energy,0.937498173
12613,Africa,2016,Multiple renewables,0.079551661
12614,Africa,2018,Multiple renewables,0.036865336
12615,Africa,2016,Multiple renewables,0.058971163
12616,Africa,2018,Multiple renewables,2.35436e-05
12617,Africa,2020,Solar energy,7.534532285
12618,Africa,2001,Solar energy,9.666229297
12619,Africa,2003,Renewable hydropower,1.532900752
12620,Africa,2018,Wind energy,13.23207054
12621,Africa,2018,Oil,53.94613373
12622,Africa,2017,Solar energy,3.335328033
12623,Africa,2020,Solar energy,6.234714713
12624,Africa,2019,Multiple renewables,13.433337
12625,Africa,2019,Solar energy,0.550767
12626,Africa,2018,Solar energy,42.09740786
12627,Africa,2018,Solar energy,3.399521932
12628,Africa,2015,Natural gas,107.3027563
12629,Africa,2012,Fossil fuels n.e.s.,5.167810766
12630,Africa,2011,Oil,71.92763299
12631,Africa,2012,Fossil fuels n.e.s.,0.051678108
12632,Africa,2011,Oil,0.71927608
12633,Africa,2017,Fossil fuels n.e.s.,0.443523003
12634,Africa,2018,Multiple renewables,0.926993071
12635,Africa,2018,Multiple renewables,0.136988976
12636,Africa,2020,Solar energy,0.036992521
12637,Africa,2020,Multiple renewables,0.0308271
12638,Africa,2017,Oil,8.402437454
12639,Africa,2017,Oil,0.976194538
12640,Africa,2020,Solar energy,2.148243189
12641,Africa,2020,Solar energy,86.80864274
12642,Africa,2019,Solar energy,0.00056
12643,Africa,2010,Multiple renewables,0.552405623
12644,Africa,2010,Solar energy,0.039778679
12645,Africa,2018,Solar energy,0.088624245
12646,Africa,2016,Oil,26.54714448
12647,Africa,2017,Solar energy,0.003884413
12648,Africa,2019,Multiple renewables,0.301432
12649,Africa,2019,Multiple renewables,0.10895
12650,Africa,2005,Fossil fuels n.e.s.,8.769015344
12651,Africa,2005,Fossil fuels n.e.s.,4.021459266
12652,Africa,2004,Fossil fuels n.e.s.,13.36082439
12653,Africa,2004,Multiple renewables,13.36082439
12654,Africa,2006,Renewable hydropower,24.33273872
12655,Africa,2009,Renewable hydropower,37.80853656
12656,Africa,2012,Multiple renewables,3.63714634
12657,Africa,2018,Natural gas,19.42346068
12658,Africa,2016,Solar energy,35.87084954
12659,Africa,2016,Solar energy,1.540400434
12660,Africa,2019,Solar energy,0.570313402
12661,Africa,2019,Solar energy,24.403896
12662,Africa,2019,Solar energy,0.471369031
12663,Africa,2019,Solar energy,20.373895
12664,Africa,2016,Wind energy,128.4881793
12665,Africa,2016,Wind energy,131.7800252
12666,Africa,2016,Solar energy,2.150450377
12667,Africa,2018,Solar energy,0.196196572
12668,Africa,2009,Multiple renewables,0.091442599
12669,Africa,2019,Oil,110.55011
12670,Africa,2019,Oil,108.889763
12671,Africa,2020,Oil,43.48095171
12672,Africa,2013,Bioenergy,0.102720534
12673,Africa,2019,Multiple renewables,0.034663
12674,Africa,2020,Multiple renewables,0.065056636
12675,Africa,2019,Multiple renewables,0.043373
12676,Africa,2020,Solar energy,0.096819444
12677,Africa,2012,Fossil fuels n.e.s.,1.866628936
12678,Africa,2000,Solar energy,0.161028787
12866,Africa,2014,Multiple renewables,0.083954269
12867,Africa,2014,Multiple renewables,3.78756e-05
12868,Africa,2015,Multiple renewables,0.040710231
12869,Africa,2015,Multiple renewables,0.002826681
12870,Africa,2016,Multiple renewables,0.672226936
12871,Africa,2011,Multiple renewables,0.010605562
12872,Africa,2017,Multiple renewables,0.946060426
12873,Africa,2016,Multiple renewables,0.011335742
12874,Africa,2018,Multiple renewables,0.011825305
12875,Africa,2020,Multiple renewables,0.007643015
12876,Africa,2019,Multiple renewables,0.009041
12877,Africa,2004,Renewable hydropower,24.78533495
12878,Africa,2006,Renewable hydropower,0.00725027
12879,Africa,2007,Renewable hydropower,0.036940614
12880,Africa,2008,Renewable hydropower,0.017704252
12881,Africa,2007,Renewable hydropower,15.47752539
12882,Africa,2014,Solar energy,8.400747386
12883,Africa,2017,Oil,19.9592586
12884,Africa,2009,Solar energy,0.048930412
12885,Africa,2008,Renewable hydropower,15.58002654
12886,Africa,2007,Fossil fuels n.e.s.,0.010459619
12887,Africa,2007,Solar energy,0.020597813
12888,Africa,2016,Solar energy,28.14106386
12889,Africa,2017,Renewable hydropower,0.379591599
12890,Africa,2014,Fossil fuels n.e.s.,0.17730516
12891,Africa,2018,Renewable hydropower,0.229413568
12892,Africa,2015,Fossil fuels n.e.s.,0.175634224
12893,Africa,2016,Renewable hydropower,0.216198993
12894,Africa,2016,Oil,16.21492446
12895,Africa,2020,Solar energy,1.429939825
12896,Africa,2016,Solar energy,0.909384115
12897,Africa,2019,Multiple renewables,0.16196
12898,Africa,2005,Renewable hydropower,13.96340023
12899,Africa,2010,Renewable hydropower,9.305676992
12900,Africa,2005,Multiple renewables,42.4487367
12901,Africa,2004,Fossil fuels n.e.s.,9.476497175
12958,Africa,2017,Multiple renewables,0.017465516
12959,Africa,2019,Multiple renewables,1.7855
12960,Africa,2019,Solar energy,1.7855
12961,Africa,2020,Multiple renewables,0.053079233
12962,Africa,2020,Solar energy,0.053079233
12963,Africa,2013,Multiple renewables,0.935017132
12964,Africa,2019,Multiple renewables,1.026305
12965,Africa,2016,Multiple renewables,0.385053548
12966,Africa,2018,Multiple renewables,0.015034803
12967,Africa,2018,Solar energy,0.037588457
12968,Africa,2018,Multiple renewables,0.005922977
12969,Africa,2018,Solar energy,0.01480889
12970,Africa,2019,Solar energy,0.234866
12971,Africa,2019,Wind energy,0.063458
12972,Africa,2019,Solar energy,0.074348
12973,Africa,2019,Multiple renewables,0.016842
12974,Africa,2019,Solar energy,0.042105
12975,Africa,2019,Solar energy,0.238192
12976,Africa,2019,Solar energy,8.0
12977,Africa,2019,Solar energy,8.16
12978,Africa,2018,Multiple renewables,0.011010552
12979,Africa,2016,Solar energy,0.41690465
12980,Africa,2018,Multiple renewables,3.122040836
12981,Africa,2019,Solar energy,0.057948
12982,Africa,2013,Solar energy,2.408459845
12983,Africa,2015,Solar energy,0.309006476
12984,Africa,2013,Multiple renewables,0.021500719
12985,Africa,2013,Multiple renewables,0.132539613
12986,Africa,2015,Multiple renewables,0.037977252
12987,Africa,2016,Multiple renewables,0.034404359
12988,Africa,2017,Multiple renewables,0.418345896
12989,Africa,2018,Multiple renewables,0.150541389
12990,Africa,2020,Multiple renewables,0.253324244
12991,Africa,2019,Multiple renewables,1.544619
12992,Africa,2011,Wind energy,0.000968846
12993,Africa,2018,Multiple renewables,1.691088063
12994,Africa,2014,Multiple renewables,0.007300564
12995,Africa,2017,Solar energy,0.104678477
12996,Africa,2014,Solar energy,36.83025083
12997,Africa,2018,Coal and peat,2423.689599
12998,Africa,2017,Coal and peat,1537.784999
12999,Africa,2016,Coal and peat,525.4060088
13000,Africa,2017,Multiple renewables,0.045941724
13001,Africa,2017,Multiple renewables,0.053082797
13002,Africa,2017,Multiple renewables,0.069775334
13003,Africa,2019,Multiple renewables,0.611879
13004,Africa,2019,Multiple renewables,0.10996
13005,Africa,2006,Oil,0.012464682
13006,Africa,2006,Oil,0.686803992
13007,Africa,2008,Multiple renewables,0.863740205
13008,Africa,2020,Multiple renewables,0.09554262
13009,Africa,2002,Wind energy,2.95679331
13010,Africa,2002,Wind energy,0.195813554
13011,Africa,2012,Multiple renewables,0.083292485
13012,Africa,2019,Solar energy,0.073285
13013,Africa,2019,Multiple renewables,1.022371
13014,Africa,2018,Solar energy,0.002990934
13015,Africa,2019,Solar energy,0.090971
13016,Africa,2019,Solar energy,0.031344
13017,Africa,2000,Solar energy,0.022201256
13018,Africa,2002,Solar energy,22.3378226
13019,Africa,2009,Coal and peat,1302.327827
13020,Africa,2009,Coal and peat,1400.132045
13021,Africa,2011,Multiple renewables,251.6674992
13022,Africa,2015,Solar energy,59.12290311
13023,Africa,2005,Solar energy,13.01541927
13024,Africa,2010,Nuclear,0.015906961
13025,Africa,2011,Multiple renewables,13.19214472
13026,Africa,2012,Multiple renewables,2.527609605
13027,Africa,2016,Multiple renewables,16.5040175
13028,Africa,2014,Nuclear,0.011020583
13029,Africa,2014,Multiple renewables,14.84397169
13030,Africa,2016,Multiple renewables,5.894292419
13031,Africa,2017,Multiple renewables,11.63096185
13032,Africa,2017,Multiple renewables,11.04941406
13033,Africa,2019,Multiple renewables,3.358334
13034,Africa,2018,Multiple renewables,81.05995939
13035,Africa,2019,Multiple renewables,7.836113
13036,Africa,2019,Multiple renewables,8.955558
13037,Africa,2018,Multiple renewables,0.571994766
13038,Africa,2013,Solar energy,92.80900834
13039,Africa,2014,Multiple renewables,30.85210779
13040,Africa,2010,Solar energy,3.889511716
13041,Africa,2010,Nuclear,5.189114036
13042,Africa,2011,Nuclear,0.526322414
13043,Africa,2011,Nuclear,0.211673145
13044,Africa,2012,Nuclear,0.16839728
13045,Africa,2012,Nuclear,0.08419864
13046,Africa,2010,Nuclear,0.093995405
13047,Africa,2010,Nuclear,0.578199645
13048,Africa,2015,Nuclear,0.978873686
13049,Africa,2019,Nuclear,0.030758
13050,Africa,2019,Nuclear,0.030758
13051,Africa,2015,Nuclear,0.783310121
13052,Africa,2019,Nuclear,0.030636
13053,Africa,2015,Nuclear,3.55578908
13054,Africa,2010,Nuclear,2.911299455
13055,Africa,2011,Multiple renewables,0.222098501
13056,Africa,2008,Renewable hydropower,0.269455432
13057,Africa,2016,Multiple renewables,0.010618858
13058,Africa,2012,Solar energy,71.33980927
13059,Africa,2000,Multiple renewables,6.631043151
13060,Africa,2013,Solar energy,7.103675191
13061,Africa,2013,Wind energy,14.04428171
13062,Africa,2013,Solar energy,7.022140857
13063,Africa,2013,Solar energy,27.88980133
13064,Africa,2012,Solar energy,9.935062173
13065,Africa,2018,Solar energy,1.0519337
13066,Africa,2012,Wind energy,43.22956464
13067,Africa,2012,Solar energy,65.61055274
13068,Africa,2013,Wind energy,59.78460207
13069,Africa,2013,Wind energy,6.480149096
13070,Africa,2015,Solar energy,44.61982074
13071,Africa,2016,Solar energy,7.344655074
13072,Africa,2016,Solar energy,6.989938006
13073,Africa,2016,Solar energy,21.81677041
13074,Africa,2016,Solar energy,31.26784873
13075,Africa,2016,Multiple renewables,37.78826549
13076,Africa,2017,Solar energy,0.971450211
13077,Africa,2009,Multiple renewables,0.000667135
13078,Africa,2013,Wind energy,3.331106035
13079,Africa,2013,Wind energy,0.093721771
13080,Africa,2010,Wind energy,0.034667075
13081,Africa,2012,Marine energy,0.030598316
13082,Africa,2019,Solar energy,38.74675287
13083,Africa,2020,Bioenergy,0.035513262
13084,Africa,2010,Solar energy,0.007688949
13085,Africa,2008,Multiple renewables,0.038433903
13086,Africa,2012,Multiple renewables,0.025276155
13087,Africa,2017,Solar energy,0.01046434
13088,Africa,2018,Solar energy,0.054199487
13089,Africa,2001,Fossil fuels n.e.s.,0.005628011
13090,Africa,2000,Multiple renewables,0.368093246
13091,Africa,2013,Solar energy,0.002704536
13092,Africa,2002,Fossil fuels n.e.s.,0.739640268
13093,Africa,2011,Natural gas,0.095561843
13094,Africa,2012,Fossil fuels n.e.s.,0.041953376
13095,Africa,2013,Multiple renewables,0.120258249
13096,Africa,2013,Solar energy,0.013791084
13097,Africa,2013,Solar energy,0.006895542
13098,Africa,2013,Solar energy,0.00827465
13099,Africa,2013,Solar energy,0.601291245
13100,Africa,2013,Multiple renewables,0.282441392
13101,Africa,2015,Multiple renewables,1.0088412
13102,Africa,2016,Multiple renewables,0.615893752
13103,Africa,2016,Multiple renewables,1.444320757
13104,Africa,2016,Natural gas,1.372272869
13105,Africa,2016,Fossil fuels n.e.s.,0.312114778
13106,Africa,2017,Solar energy,1.14608125
13107,Africa,2017,Natural gas,1.04229001
13108,Africa,2017,Multiple renewables,0.83153897
13109,Africa,2011,Wind energy,0.061566286
13110,Africa,2015,Solar energy,129.4904357
13111,Africa,2014,Solar energy,119.3358657
13112,Africa,2016,Multiple renewables,0.082441852
13113,Africa,2018,Multiple renewables,0.032980644
13114,Africa,2019,Multiple renewables,0.02587
13115,Africa,2019,Multiple renewables,0.427628
13116,Africa,2019,Multiple renewables,0.553006
13117,Africa,2018,Multiple renewables,0.009809829
13118,Africa,2013,Solar energy,117.5871126
13119,Africa,2016,Multiple renewables,70.06466593
13120,Africa,2020,Multiple renewables,6.376105567
13121,Africa,2006,Multiple renewables,7.70923624
13122,Africa,2007,Multiple renewables,0.939673471
13123,Africa,2015,Multiple renewables,2.499208392
13124,Africa,2016,Multiple renewables,1.892581039
13125,Africa,2008,Nuclear,0.033477711
13126,Africa,2008,Nuclear,0.011906996
13127,Africa,2008,Nuclear,0.019475083
13128,Africa,2008,Nuclear,0.002095631
13129,Africa,2020,Solar energy,0.049804273
13130,Africa,2012,Solar energy,280.6621332
13131,Africa,2019,Multiple renewables,100.0
13132,Africa,2019,Multiple renewables,0.196102
13133,Africa,2019,Solar energy,0.057928
13134,Africa,2018,Multiple renewables,0.004576074
13135,Africa,2018,Solar energy,0.075874048
13136,Africa,2013,Multiple renewables,4.324931105
13137,Africa,2019,Solar energy,0.03823
13138,Africa,2012,Bioenergy,0.266592281
13139,Africa,2019,Bioenergy,0.421362
13140,Africa,2012,Solar energy,9.924521104
13141,Africa,2018,Solar energy,1.93383535
13142,Africa,2018,Solar energy,0.557986562
13143,Africa,2018,Solar energy,21.80285743
13144,Africa,2018,Solar energy,0.611613642
13145,Africa,2018,Solar energy,0.611613642
13146,Africa,2018,Bioenergy,0.147550414
13147,Africa,2010,Coal and peat,3416.163001
13148,Africa,2010,Solar energy,146.931742
13149,Africa,2010,Wind energy,110.1988065
13150,Africa,2015,Solar energy,58.56047414
13151,Africa,2015,Solar energy,0.957462458
13152,Africa,2015,Multiple renewables,0.015043759
13153,Africa,2012,Fossil fuels n.e.s.,0.041924304
13154,Africa,2015,Solar energy,160.9541344
13155,Africa,2015,Solar energy,268.2568907
13156,Africa,2002,Solar energy,0.064946853
13157,Africa,2007,Renewable hydropower,0.010573122
13158,Africa,2007,Bioenergy,0.047275985
13159,Africa,2007,Oil,0.009834269
13160,Africa,2007,Multiple renewables,0.006041784
13161,Africa,2007,Multiple renewables,0.003020892
13162,Africa,2007,Multiple renewables,0.006041784
13163,Africa,2010,Bioenergy,0.03405031
13164,Africa,2010,Solar energy,0.068100619
13165,Africa,2015,Wind energy,0.061183697
13166,Africa,2009,Multiple renewables,0.031283343
13167,Africa,2004,Multiple renewables,0.038258248
13168,Africa,2005,Multiple renewables,0.024975661
13169,Africa,2005,Multiple renewables,0.018756273
13170,Africa,2005,Wind energy,0.05330794
13171,Africa,2006,Multiple renewables,0.063729865
13172,Africa,2007,Multiple renewables,0.011805518
13173,Africa,2009,Multiple renewables,0.032075885
13174,Africa,2009,Bioenergy,0.032075885
13175,Africa,2018,Multiple renewables,191.2916582
13176,Africa,2018,Multiple renewables,19.61965725
13177,Africa,2018,Multiple renewables,56.89700602
13178,Africa,2001,Renewable hydropower,1.241215343
13179,Africa,2012,Fossil fuels n.e.s.,17.84266778
13180,Africa,2013,Fossil fuels n.e.s.,44.37037486
13181,Africa,2014,Multiple renewables,0.402637617
13182,Africa,2012,Multiple renewables,1.092830686
13183,Africa,2013,Multiple renewables,1.274845625
13184,Africa,2007,Fossil fuels n.e.s.,0.041897626
13185,Africa,2007,Multiple renewables,0.059476118
13186,Africa,2007,Multiple renewables,0.066875027
13187,Africa,2013,Renewable hydropower,26.89573035
13188,Africa,2017,Multiple renewables,0.054386667
13189,Africa,2015,Solar energy,0.059726541
13190,Africa,2018,Multiple renewables,0.062919327
13191,Africa,2018,Multiple renewables,0.075502805
13192,Africa,2018,Multiple renewables,0.146430505
13193,Africa,2019,Solar energy,0.1
13194,Africa,2016,Multiple renewables,0.009261537
13195,Africa,2016,Solar energy,0.000583712
13196,Africa,2011,Multiple renewables,0.052859581
13197,Africa,2013,Fossil fuels n.e.s.,0.063675569
13198,Africa,2014,Fossil fuels n.e.s.,0.012847175
13199,Africa,2016,Solar energy,0.019259336
13200,Africa,2015,Solar energy,0.011887867
13201,Africa,2013,Renewable hydropower,1.472291324
13202,Africa,2011,Renewable hydropower,0.89978113
13203,Africa,2012,Renewable hydropower,1.481999894
13204,Africa,2012,Renewable hydropower,0.185249987
13205,Africa,2011,Renewable hydropower,0.031906985
13206,Africa,2011,Renewable hydropower,0.008934185
13207,Africa,2017,Solar energy,0.241367883
13478,Africa,2013,Multiple renewables,0.02863864
13479,Africa,2014,Multiple renewables,0.010874286
13480,Africa,2014,Multiple renewables,0.011081605
13481,Africa,2014,Multiple renewables,0.003548346
13482,Africa,2016,Multiple renewables,0.008660859
13483,Africa,2018,Multiple renewables,0.008587812
13484,Africa,2009,Natural gas,908.8578388
13485,Africa,2000,Natural gas,340.2734753
13486,Africa,2003,Oil,379.345756
13487,Africa,2003,Renewable hydropower,1317.955541
13488,Africa,2017,Multiple renewables,0.005676395
13489,Africa,2019,Nuclear,0.00021
13490,Africa,2019,Multiple renewables,1.4373
13491,Africa,2019,Solar energy,1.4373
13492,Africa,2012,Multiple renewables,0.010747762
13493,Africa,2012,Multiple renewables,0.01611707
13494,Africa,2011,Renewable hydropower,27.69585702
13495,Africa,2018,Multiple renewables,0.057732803
13496,Africa,2019,Solar energy,6.4
13497,Africa,2020,Solar energy,0.36068167
13498,Africa,2012,Wind energy,0.094471334
13499,Africa,2013,Wind energy,3.31434296
13500,Africa,2011,Fossil fuels n.e.s.,100.3473079
13501,Africa,2020,Solar energy,17.56653725
13502,Africa,2017,Fossil fuels n.e.s.,175.5761213
13503,Africa,2019,Multiple renewables,197.368421
13504,Africa,2015,Multiple renewables,0.031637665
13505,Africa,2016,Multiple renewables,0.034883454
13506,Africa,2018,Multiple renewables,0.168652536
13507,Africa,2019,Multiple renewables,0.12835
13508,Africa,2018,Multiple renewables,1.892610236
13509,Africa,2018,Multiple renewables,0.085541706
13510,Africa,2018,Multiple renewables,0.258098553
13511,Africa,2019,Multiple renewables,0.12515
13512,Africa,2014,Multiple renewables,0.373366551
13513,Africa,2011,Fossil fuels n.e.s.,1.672454947
13514,Africa,2010,Fossil fuels n.e.s.,0.054605449
13515,Africa,2010,Renewable hydropower,85.47512632
13516,Africa,2013,Fossil fuels n.e.s.,82.50155871
13517,Africa,2010,Renewable hydropower,0.023835217
13518,Africa,2020,Multiple renewables,0.138568939
13519,Africa,2019,Multiple renewables,0.268615
13520,Africa,2012,Multiple renewables,0.005108655
13826,Africa,2016,Solar energy,0.042549549
13827,Africa,2012,Solar energy,0.020263252
13828,Africa,2013,Solar energy,0.010582825
13829,Africa,2014,Multiple renewables,0.011691215
13830,Africa,2019,Solar energy,0.167447
13831,Africa,2020,Multiple renewables,0.567126774
13832,Africa,2020,Multiple renewables,1.332465041
13833,Africa,2014,Fossil fuels n.e.s.,0.016429259
13834,Africa,2017,Solar energy,0.000506557
13835,Africa,2017,Solar energy,0.003038343
13836,Africa,2019,Multiple renewables,0.464
13837,Africa,2020,Solar energy,14.60896334
13838,Africa,2014,Multiple renewables,9.12539242
13839,Africa,2014,Solar energy,0.021079581
13840,Africa,2015,Multiple renewables,4.778132964
13841,Africa,2015,Nuclear,0.027898717
13842,Africa,2013,Multiple renewables,0.145601646
13843,Africa,2019,Multiple renewables,0.10225
13844,Africa,2019,Multiple renewables,0.39794
13845,Africa,2018,Renewable hydropower,17.07357993
13846,Africa,2018,Multiple renewables,0.358309171
13847,Africa,2018,Multiple renewables,0.280233614
13848,Africa,2007,Fossil fuels n.e.s.,0.501159062
13849,Africa,2016,Solar energy,0.007003491
13850,Africa,2009,Natural gas,73.06396188
13851,Africa,2009,Natural gas,172.8223261
13852,Africa,2019,Solar energy,0.016792
13853,Africa,2006,Solar energy,0.024259211
13918,Africa,2009,Multiple renewables,0.035436019
13919,Africa,2015,Multiple renewables,0.01357677
13920,Africa,2015,Multiple renewables,0.001353103
13921,Africa,2016,Multiple renewables,0.006757231
13922,Africa,2017,Multiple renewables,0.01189668
13923,Africa,2020,Multiple renewables,0.005936916
13924,Africa,2013,Natural gas,0.061113655
13925,Africa,2004,Multiple renewables,0.087390138
13926,Africa,2007,Multiple renewables,0.094518131
13927,Africa,2008,Multiple renewables,0.017274596
13928,Africa,2019,Multiple renewables,0.015731
13929,Africa,2008,Renewable hydropower,0.022756225
13930,Africa,2017,Multiple renewables,0.037172034
13931,Africa,2005,Multiple renewables,0.200664095
13932,Africa,2002,Wind energy,5.18635255
13933,Africa,2006,Wind energy,24.30923841
13934,Africa,2000,Solar energy,1.647751123
13935,Africa,2017,Multiple renewables,2.847544795
13936,Africa,2019,Multiple renewables,0.223889
13937,Africa,2015,Solar energy,0.184244151
13938,Africa,2016,Solar energy,0.082443396
13939,Africa,2017,Solar energy,0.087058725
13940,Africa,2003,Wind energy,0.420039487
13941,Africa,2003,Wind energy,0.000188367
13942,Africa,2003,Wind energy,0.000420108
13943,Africa,2001,Renewable hydropower,0.017438705
13944,Africa,2002,Renewable hydropower,0.094071622
13945,Africa,2004,Wind energy,0.057821335
13946,Africa,2004,Wind energy,0.023570501
13947,Africa,2008,Wind energy,234.3993286
13948,Africa,2018,Multiple renewables,0.001358488
13949,Africa,2013,Fossil fuels n.e.s.,0.017726881
13950,Africa,2006,Wind energy,0.002982007
13951,Africa,2008,Multiple renewables,1.511464949
13952,Africa,2011,Multiple renewables,0.010605562
13953,Africa,2015,Solar energy,8.361732956
13954,Africa,2011,Fossil fuels n.e.s.,0.936575103
13955,Africa,2005,Multiple renewables,0.022139752
13956,Africa,2012,Fossil fuels n.e.s.,47.23566675
13957,Africa,2015,Fossil fuels n.e.s.,133.5271969
13958,Africa,2005,Multiple renewables,0.027886941
13959,Africa,2015,Natural gas,78.3659836
13960,Africa,2005,Multiple renewables,2.055065794
13961,Africa,2001,Multiple renewables,4.383189865
13962,Africa,2010,Multiple renewables,4.537763995
13963,Africa,2015,Multiple renewables,0.008398523
13964,Africa,2010,Wind energy,123.2686256
13965,Africa,2010,Wind energy,0.407526222
13966,Africa,2011,Multiple renewables,0.011646464
13967,Africa,2011,Solar energy,0.013949408
13968,Africa,2013,Nuclear,0.007587261
13969,Africa,2013,Solar energy,4.957856797
13970,Africa,2019,Multiple renewables,38.061122
13971,Africa,2019,Multiple renewables,2.798612
13972,Africa,2018,Solar energy,0.537217181
13973,Africa,2019,Solar energy,0.403001
13974,Africa,2017,Solar energy,0.241460871
13975,Africa,2018,Solar energy,13.15587379
13976,Africa,2017,Multiple renewables,1.642118001
13977,Africa,2016,Solar energy,2.357716328
13978,Africa,2018,Solar energy,2.287978093
13979,Africa,2019,Solar energy,2.23889
13980,Africa,2016,Solar energy,13.55687182
13981,Africa,2016,Solar energy,0.589429349
13982,Africa,2019,Nuclear,0.03433
13983,Africa,2019,Nuclear,0.026403
13984,Africa,2015,Nuclear,0.336930655
13985,Africa,2019,Nuclear,0.004541
13986,Africa,2015,Nuclear,0.375559647
13987,Africa,2010,Nuclear,0.041607013
13988,Africa,2007,Multiple renewables,1.547752068
13989,Africa,2006,Wind energy,0.127145976
13990,Africa,2012,Fossil fuels n.e.s.,236.5923254
13991,Africa,2017,Natural gas,17.31112205
13992,Africa,2012,Geothermal energy,178.609128
13993,Africa,2015,Fossil fuels n.e.s.,207.0189099
13994,Africa,2016,Solar energy,29.04262016
13995,Africa,2010,Bioenergy,2.448862366
13996,Africa,2016,Fossil fuels n.e.s.,53.59412352
13997,Africa,2019,Multiple renewables,9.235418
13998,Africa,2013,Solar energy,3.329904522
13999,Africa,2013,Solar energy,0.093721771
14000,Africa,2009,Fossil fuels n.e.s.,51.58969081
14001,Africa,2010,Fossil fuels n.e.s.,126.5031871
14002,Africa,2009,Wind energy,123.4578209
14003,Africa,2012,Fossil fuels n.e.s.,50.60964335
14004,Africa,2001,Multiple renewables,0.002814006
14005,Africa,2013,Multiple renewables,0.002788557
14006,Africa,2015,Multiple renewables,0.001528835
14007,Africa,2018,Multiple renewables,2.565760677
14008,Africa,2018,Multiple renewables,0.053463566
14009,Africa,2011,Multiple renewables,0.786409146
14010,Africa,2012,Solar energy,0.462153148
14011,Africa,2012,Solar energy,0.714560116
14012,Africa,2012,Solar energy,0.283217177
14013,Africa,2012,Wind energy,0.078210675
14014,Africa,2013,Wind energy,0.558539148
14015,Africa,2013,Marine energy,0.410378718
14016,Africa,2015,Marine energy,0.090162563
14017,Africa,2019,Multiple renewables,0.556364
14018,Africa,2000,Multiple renewables,2.746916156
14019,Africa,2019,Multiple renewables,22.388895
14020,Africa,2019,Multiple renewables,2.441061786
14021,Africa,2019,Multiple renewables,0.020342182
14022,Africa,2019,Multiple renewables,1.679167
14023,Africa,2009,Nuclear,0.019497903
14024,Africa,2019,Solar energy,0.004645
14025,Africa,2005,Solar energy,15.32207013
14026,Africa,2014,Natural gas,358.5380824
14027,Africa,2004,Renewable hydropower,0.108857221
14028,Africa,2011,Fossil fuels n.e.s.,9.36574918
14029,Africa,2020,Multiple renewables,18.74816962
14030,Africa,2010,Bioenergy,0.061220868
14031,Africa,2015,Multiple renewables,0.024720877
14032,Africa,2015,Multiple renewables,0.195044838
14268,Africa,2009,Multiple renewables,0.005586264
14269,Africa,2013,Multiple renewables,0.008374013
14270,Africa,2013,Multiple renewables,0.001742872
14271,Africa,2014,Multiple renewables,0.019474041
14272,Africa,2014,Multiple renewables,0.001641608
14273,Africa,2015,Multiple renewables,0.024770829
14274,Africa,2015,Multiple renewables,0.001585128
14275,Africa,2008,Multiple renewables,0.022058938
14276,Africa,2018,Renewable hydropower,35.56893286
14277,Africa,2009,Solar energy,4.129474063
14278,Africa,2015,Renewable hydropower,486.3203737
14279,Africa,2013,Renewable hydropower,1429.458261
14280,Africa,2018,Bioenergy,19.20276385
14281,Africa,2012,Bioenergy,5.30113728
14282,Africa,2018,Solar energy,0.112739268
14283,Africa,2019,Solar energy,0.223889
14284,Africa,2020,Bioenergy,0.011117043
14285,Africa,2014,Multiple renewables,0.004616289
14286,Africa,2000,Renewable hydropower,0.262683878
14287,Africa,2000,Renewable hydropower,0.423774197
